Imagen,Ruta,Alas,Puertas,Motores,Color
1013667.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Blanco
1858302.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
1062482.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
1857215.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0807870.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
1285638.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
0819084.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
2049626.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0803689.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
0745521.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
1701067.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Rojo
0796416.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
1706716.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
1633998.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0776777.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
1081563.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
2044905.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1753485.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0996410.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
0996453.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
1469672.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
1417964.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
0885622.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1152283.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
1758713.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
1046881.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
1830876.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1103339.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0710652.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0509541.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1469709.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
0727643.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
1567881.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1457710.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0570728.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
1380666.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1263090.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
1555715.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0466768.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Perla
1204296.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
1926827.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1426948.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
1218924.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
2063809.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
0469779.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
1390327.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
0418967.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
0369472.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1883790.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1495298.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
1619902.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
1525660.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
1758483.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
1206453.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
1840139.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
1420117.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
2260088.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
1471167.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1823702.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
1088600.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
1484701.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
1567292.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
1921777.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1723906.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
1111113.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1055150.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
2194956.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
1932603.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0962924.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
2220792.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
2158999.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
1617649.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
1417441.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
2089280.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
2233490.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
2212259.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
1979061.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Perla
1687332.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
1758424.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
2251120.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
2235142.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
1891187.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
1891966.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1855197.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
1758486.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Rojo
1252082.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
2099324.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1855337.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
1508047.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Perla
1368055.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
2218523.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
2032511.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Rojo
1749661.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
2239301.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
1840423.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1584021.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Perla
1230040.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1531175.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
1973442.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
2067948.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
0724121.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
0619697.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
2243949.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
0097110.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
0851153.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
1143414.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Rojo
0574292.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
1093637.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
2026727.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
0833334.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0136181.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0442919.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Perla
1426059.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
0454780.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
1726753.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1557910.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
0353522.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Gris
0064202.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0901370.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0673361.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Gris
0091356.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Blanco
1563459.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1890576.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
0967812.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0874829.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1883803.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
1122472.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
0967830.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
0383876.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0848058.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
0167073.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
0562558.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
1110774.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
2222405.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Blanco
2072219.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
0064891.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
1864787.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
2080563.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
1459120.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
0155603.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
2206628.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1408802.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
1542796.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
2132459.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
0732747.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Rojo
1838529.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0447777.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
2096267.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
1798654.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
0783933.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0454747.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1325112.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
1539422.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
1336451.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
0332910.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
0182178.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
1256475.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
2018709.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Perla
1223346.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
2262511.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
1681022.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Blanco
0614080.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
0136161.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
1521101.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
0957905.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Gris
1251240.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1035114.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
1619921.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
1962770.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
1270710.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Perla
0764132.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
0732118.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
1184706.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
0523179.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1274803.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
0765604.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1052986.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
0885174.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
1884753.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
1486550.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1581712.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0850835.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
1291973.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
1163810.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
0572863.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
0523148.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
1376795.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1008572.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
0656580.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
1099167.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0738259.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Blanco
1173947.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
0852361.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Blanco
0127649.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0793020.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
0799596.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0582365.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
0920951.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
2259875.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
1124054.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
1159626.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Blanco
0966109.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
1543693.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
0923708.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0136165.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Rojo
1277986.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
1193030.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
1158113.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
0143389.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0922626.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
1933201.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Rojo
1276530.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
1598901.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
1358106.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Gris
1133135.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
0957225.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Rojo
0143373.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
1950554.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
1725762.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
1192235.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
0662510.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Gris
1084922.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,3,Blanco
2126018.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Perla
1615889.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
1255846.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
0979659.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
0136182.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
0719827.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
1784215.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
0992232.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1781350.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Perla
1386685.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Gris
1552206.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0890939.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
0573944.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
0936618.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
0809054.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
1331909.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Rojo
0917712.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
0647819.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
0136162.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Blanco
0062260.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
1352225.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Perla
0134597.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
0570801.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Rojo
1313666.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Perla
0350203.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Blanco
0918736.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
0077518.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Gris
1336071.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Rojo
0758359.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Perla
1983851.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0167122.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
1829586.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
0517105.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0420194.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
0273083.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
1289187.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,2,Gris
1541390.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
0523168.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Blanco
0890662.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Perla
1758701.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
1104208.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
0065577.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Gris
1918305.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Blanco
1188038.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1001973.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
1099011.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Perla
0361575.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Blanco
1818164.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Perla
0550468.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
0517633.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Gris
1902706.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Blanco
1070335.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
1006795.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1030259.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Perla
2259583.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
0275249.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Perla
1451426.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1216808.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
1926848.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Perla
1600520.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Perla
1124594.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
1234384.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
1820311.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
1563979.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
1417777.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Rojo
1662815.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
0926152.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
0853775.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,3,Gris
1228464.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Blanco
1899145.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
0083356.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Gris
2094357.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,1,Rojo
1980863.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Gris
1806228.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Perla
1359885.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
1714820.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
2128060.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
0463096.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1630487.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,1,Rojo
1355201.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
0202466.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,1,Rojo
1326007.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Gris
0169310.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Perla
0048340.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
1455997.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,3,Gris
1043369.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Gris
0447803.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Blanco
1564412.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
1355200.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
1772155.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Blanco
1548200.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,2,Perla
0356149.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Gris
1036822.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,2,Rojo
1540395.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
0179022.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Blanco
0636482.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
0063286.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
0751325.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Gris
1239223.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Gris
1376991.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Gris
1094916.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Blanco
0299647.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,2,Rojo
0147028.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
0957980.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Rojo
1052486.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,3,Perla
0174885.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Blanco
1422830.jpg,FinalDatasets/AvionesComerciales/images/train/,2,4,3,Gris
1484700.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,1,Rojo
1018861.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Rojo
1713232.jpg,FinalDatasets/AvionesComerciales/images/train/,4,3,1,Rojo
0064904.jpg,FinalDatasets/AvionesComerciales/images/train/,4,2,2,Rojo
2017851.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Rojo
0302019.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,2,Blanco
0038671.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Rojo
2116194.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,1,Gris
1073334.jpg,FinalDatasets/AvionesComerciales/images/train/,4,1,2,Gris
1022382.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,3,Perla
1623699.jpg,FinalDatasets/AvionesComerciales/images/train/,4,4,2,Gris
1765610.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,3,Blanco
1555985.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
1323660.jpg,FinalDatasets/AvionesComerciales/images/train/,2,3,1,Blanco
1094687.jpg,FinalDatasets/AvionesComerciales/images/train/,2,2,3,Blanco
0573368.jpg,FinalDatasets/AvionesComerciales/images/train/,2,1,1,Rojo
